#{"t_start": 1657101739.2384076, "env_id": "JTL-v0"}
r,l,t
-3.0,9,123.248049
-3.0,9,123.272064
-3.0,9,123.296036
-3.0,9,123.321018
-2.333333,8,123.342619
-2.333333,8,123.364553
-2.333333,8,123.387427
-2.333333,8,123.408592
-2.333333,8,123.429759
-2.333333,8,123.45011
-2.333333,8,123.4726
-2.333333,8,123.494208
-2.333333,8,123.515879
-2.333333,8,123.537026
-3.0,9,123.561913
-2.333333,8,123.58337
-3.0,9,123.607351
-3.0,9,123.631528
-2.333333,8,123.652729
-2.333333,8,123.679429
-3.916667,11,124.582698
-2.333333,8,124.599286
-4.0,21,124.644141
-3.0,9,124.66931
-2.333333,8,124.69163
-3.0,9,124.715712
-3.0,9,124.743492
-3.0,9,124.766131
-3.0,9,124.790356
-3.0,9,124.814179
-3.0,9,124.839412
-2.333333,8,124.860983
-5.083333,25,124.929278
-2.333333,8,124.949741
-3.0,9,124.972535
-3.0,9,124.996804
-3.0,9,125.02125
-3.0,9,125.044696
-3.0,9,125.068676
-3.0,9,125.09218
-2.333333,8,125.115665
-3.0,9,125.140282
-3.0,9,125.164782
-3.0,9,125.194424
-2.333333,8,125.215935
-3.0,9,125.239487
-2.333333,8,125.260432
-4.416667,21,125.314212
-2.333333,8,125.336737
-3.0,9,125.361555
-3.0,9,125.386048
-2.333333,8,125.407977
-2.333333,8,125.430012
-2.333333,8,125.452491
-3.0,9,125.476706
-5.833333,24,125.54021
-3.0,9,125.564963
-3.0,9,125.589269
-3.0,9,125.612083
-2.333333,8,125.632334
-2.333333,8,125.654844
-3.0,9,125.683314
-3.0,9,125.708084
-3.0,9,125.731113
-3.0,9,125.75608
-2.333333,8,125.777069-2-2.333333,8,125.799161-3.0,9,125.795869
-2.333333,8,125.817866
-3.0,9,125.840981
-3.0,9,125.865491
-3.0,9,125.889912
-2.333333,8,125.908964
-2.333333,8,125.929771
-2.833333,11,125.959316
-3.0,9,125.983525
-5.25,34,126.073291
-3.0,11,126.103192
-2.333333,8,126.12392
-3.0,9,126.147006
-3.0,9,126.173857
-3.0,9,126.197881
-3.0,9,126.223472
-3.0,9,126.24895
-3.0,9,126.273641
-2.333333,8,126.295754
-3.0,9,126.320089
-3.0,9,126.344972
-3.0,9,126.371486
-6.166667,33,126.459558
-2.333333,8,126.481176
-3.0,9,126.505401
-3.833333,14,126.544016
-2.333333,8,126.562433
-3.0,9,126.585989
-3.0,9,126.609451
-3.0,9,126.633062
-2.333333,8,126.654268
-2.333333,8,126.680957
-2.333333,8,126.703863
-3.0,9,126.726648
-2.333333,8,126.746774
-2.333333,8,126.76805
-2.333333,8,126.789019
-3.0,9,126.813317
-3.0,9,126.837964
-3.0,9,126.862639
-2.333333,8,126.884443
-3.0,9,126.908623
-3.0,9,126.934474
-3.0,9,126.95933
-2.333333,8,126.980549
-3.0,9,127.004393
-4.25,11,127.035046
-2.333333,8,127.057258
-2.333333,8,127.079358
-5.25,27,127.152838
-3.0,9,127.18042
-3.0,9,127.204669
-3.0,9,127.228703
-2.333333,8,127.250175
-3.833333,14,127.288761
-2.333333,8,127.310026
-2.333333,8,127.33095
-2.333333,8,127.354036
-4.333333,18,127.402816
-5.083333,29,127.481386
-3.0,9,127.505783
-3.0,9,127.530252
-3.0,9,127.554993
-3.0,9,127.578562
-3.0,9,127.602841
-3.916667,20,127.653177
-3.0,9,127.681188
-2.333333,8,127.703442
-2.333333,8,127.725255
-5.833333,36,127.824268
-2.333333,8,127.845432
-2.333333,8,127.866985
-3.0,9,127.890889
-2.333333,8,127.91253
-2.333333,8,127.933725
-2.333333,8,127.954931
-6.25,33,128.045269
-3.583333,14,128.084316
-3.0,9,128.109658
-2.333333,8,128.131358
-2.333333,8,128.154442
-2.333333,8,128.179942
-3.0,9,128.202846
-3.0,9,128.226671
-2.333333,8,128.249774
-3.0,9,128.275419
-3.0,9,128.299427
-3.833333,12,128.331676
-2.333333,8,128.352481
-3.0,9,128.378
-2.333333,8,128.399802
-2.333333,8,128.419208
-2.416667,9,128.443229
-3.0,9,128.468277
-3.583333,11,128.498281
-3.0,9,128.521167
-3.0,9,128.543584
-3.0,9,128.566724
-3.666667,19,128.618675
-2.333333,8,128.641352
-3.0,9,128.666269
-3.0,9,128.697019
-2.333333,8,128.718378
-2.333333,8,128.740234
-2.333333,8,128.76128
-3.0,9,128.785761
-2.333333,8,128.807279
-2.333333,8,128.828315
-3.0,9,128.852658
-3.0,9,128.877881
-3.833333,14,128.915303
-3.0,9,128.939823
-3.25,14,128.979311
-3.0,9,129.004335
-3.0,9,129.028641
-7.333333,45,129.150774
-2.333333,8,129.170787
-2.333333,8,129.202327
-2.333333,8,129.222314
-2.333333,8,129.241133
-2.333333,8,129.259142
-2.333333,8,129.292866
-2.333333,8,129.324327
-2.333333,8,129.351425
-3.0,9,129.371985
-2.333333,8,129.393244
-2.333333,8,129.411446
-3.0,9,129.436795
-3.0,9,129.46031
-2.333333,8,129.483011
-2.333333,8,129.504379
-3.0,9,129.529282
-2.333333,8,129.551221
-2.333333,8,129.572171
-3.0,9,129.596517
-3.0,9,129.622974
-3.0,9,129.647541
-3.0,9,129.671719-7.083333,53,129.687571
-3.0,9,129.712332
-2.333333,8,129.743522
-3.0,9,129.776548
-2.333333,8,129.805103
-2.333333,8,129.844569
-3.0,9,129.886944
-2.333333,8,129.917434
-5.583333,34,129.999341
-2.333333,8,130.020352
-2.333333,8,130.042892
-2.333333,8,130.064705
-2.333333,8,130.087315
-3.0,9,130.995147
-3.0,9,131.013644
-3.0,9,131.033159
-3.0,9,131.052518
-2.333333,8,131.07304
-3.0,9,131.098291
-3.0,9,131.122169
-2.333333,8,131.145096
-3.0,9,131.16839
-3.0,9,131.192899
-3.0,9,131.217376
-2.333333,8,131.239183
-3.0,9,131.264051
-2.333333,8,131.286498
-2.333333,8,131.308327
-2.333333,8,131.33008
-2.333333,8,131.351731
-2.333333,8,131.37346
-2.333333,8,131.395492
-3.0,9,131.420127
-2.333333,8,131.442438
-2.333333,8,131.463411
-3.0,9,131.488654
-3.0,9,131.513175
-2.333333,8,131.533351
-3.0,9,131.556937
-3.0,9,131.580966
-3.0,9,131.605023
-2.333333,8,131.626685
-3.0,9,131.655507
-2.916667,10,131.681548
-2.333333,8,131.704049
-3.0,9,131.729038
-3.0,9,131.75502
-2.333333,8,131.777474
-3.0,9,131.802203
-2.333333,8,131.824236
-3.0,9,131.848375
-2.333333,8,131.869302
-2.333333,8,131.89148
-3.0,9,131.915028
-3.0,9,131.940048
-2.333333,8,131.961114
-3.0,9,131.985632
-3.0,9,132.009654
-3.0,9,132.034415
-2.333333,8,132.055977
-2.333333,8,132.077189
-2.333333,8,132.098102
-3.0,9,132.123079
-3.0,9,132.151999
-3.0,9,132.177577
-2.333333,8,132.199178
-2.333333,8,132.220412
-3.0,9,132.247085
-2.333333,8,132.269004
-2.333333,8,132.29017
-3.0,9,132.316797
-2.333333,8,132.339367
-2.333333,8,132.36095
-3.0,9,132.384631
-2.333333,8,132.406236
-2.333333,8,132.426978
-2.333333,8,132.449245
-3.0,9,132.475064
-2.333333,8,132.496842
-3.0,9,132.520807
-3.0,9,132.544899
-3.0,9,132.569215
-3.0,9,132.594711
-2.333333,8,132.615869
-2.333333,8,132.636973
-2.333333,8,132.662886
-2.333333,8,132.684104
-2.333333,8,132.705825
-2.333333,8,132.72772
-2.333333,8,132.750992
-3.0,9,132.776767
-3.0,9,132.801397
-3.0,9,132.824757
-2.333333,8,132.846912
-3.0,9,132.870598
-2.333333,8,132.893699
-3.0,9,132.918254
-2.333333,8,132.939978
-2.333333,8,132.962475
-2.333333,8,132.98482-3.0,9,133.083507
-2-2.333333,8,133.03936-3.-2.583333,10,133-3.0,9,13-2.333333,-2.333333,8,1-2.333333,8-2.333333,8,1-3.0,9,133.-2.33333-2.333333,8,133.-2.33333-3.0,9,133.18565-3.-3.0,9,133.21080-3.-2.333333,8,133.-2.33333-2.333333,8,133.-3.0,9,1-2.333333,8-3.0,9,133.38-3.0,9-3.0,9,133.42-3.0,9-2.333333,8,1-2.333333,8-3.0,9,133.49-3.0,9-3.0,9,133.525718
-2.333333,8,133.55-3.0,9-3.0,9,133.5-3.0,9,-3.0,9,133.612959
-2.333333,8,133.637261
-2.333333,8,133.6-3.0,9,-2.333333,8,-2.333333,8,-3.0,9,133.716241
-3.0,9,133.749167
-2.333333,8,133.767407
-2.333333,8,133.785868
-3.0,9,133.80966
-3.0,9,133.833269
-3.0,9,133.857153
-2.333333,8,133.-3.0,9,1-3.0,9,133.903843
-3.0,9,133.927561
-2.333333,8,133.-3.0,9,1-2.333333,8-3.0,9,133.91-3.0,9-3.0,9,133.93-3.0,9-2.333333,8,1-3.0,9,134.-3.0,9,1-2.333333,8-3.0,9,134.00-2.333-2.333333,8,134.03-3.0,9-3.0,9,134.05-2.33-2.333333,8,134.079-2.33-2.333333,8,134.100-3.0,-3.0,9,134.125-3.0,-3.75,11,134.1-3.0,9-3.0,9,134.18-2.333-3.0,9,134.205802--3.0,9,134.230166-2-2.333333,8,134.252745-2-2.333333,8,134.2764-3.-2.333333,8,134.-3.0,9,1-2.333333,-2.333333,8,13-2.333333,-3.0,9,134.425-3.0,-3.0,9,134.44-2.33-3.0,9,134.4726
-2.333333,8,134.495718
-3.0,9,134.518403
-2.333333,8,134.539701
-3.0,9,134.563797
-2.333333,8,134.585667
-2.333333,8,134.60965-3.-2.333333,8,134.-2.33333-3.0,9,134.65472-3.-3.0,9,134.6788-2.3-2.333333,8,134.7007-3.0-2.333333,8,134-2.333333-3.0,9,134.753-2.33-2.333333,8,134.773-3.0-2.333333,8,134-3.0,9,13-2.333333,-2.333333,8,13-2.333333,-2.333333,8,13-3.0,9,134-2.333333-3.0,9,134.888-3.0,-2.333333,8,13-3.0,9,134-2.333333-2.333333,8,134-3.0,9,13-2.333333,-3.0,9,134.979-2.33-2.333333,8,134.999-2.33-2.333333,8,135.022-3.0,-2.333333,8,13-2.333333,-3.0,9,135.068-3.0,-2.333333,8,13-3.0,9,135-2.333333-3.0,9,135.0583-3.0-2.333333,8,135-2.33333-3.0,9,135.10486-2.-3.0,9,135.129145
-3.0,9,135.154776
-3.0,9,135.184649
-3.0,9,135.209341
-2.333333,8,135.230658
-2.333333,8,135.254193
-3.0,9,135.281074
-2.333333,8,135.302623
-2.333333,8,135.324414
-3.0,9,135.348355
-2.333333,8,135.369881
-2.333333,8,135.391694
-3.0,9,135.41693
-3.0,9,135.440527
-2.916667,10,135.467796
-2.333333,8,135.489082
-2.333333,8,135.509822
-2.333333,8,135.531852--3.0,9,135.555017--2.333333,8,135.57-2.333-2.333333,8,135.60-3.0,9-2.333333,8,1-3.0,9,135.-2.33333-2.333333,8,135.-3.0,9,1-2.333333,8-2.333333,8,1-2.333333,8-2.333333,8,1-3.0,9,135.-2.33333-2.333333,8,135.-3.0,9,1-2.333333,8-2.333333,8,1-3.0,9,135.-2.33333-3.0,9,135.87616-2.-3.0,9,135.900749
-3.0,9,135.925496
-2.333333,8,135.94775
-3.0,9,135.972575
-3.0,9,135.997706
-2.333333,8,136.020107
-2.333333,8,136.04340-2.-3.0,9,136.07013
-3.0,9,136.092633
-3.0,9,136.116152
-3.0,9,136.141818
-3.0,9,136.166052
-3.0,9,136.191123
-2.333333,8,136.213681
-2.333333,8,136.239185
-2.333333,8,136.261326
-3.0,9,136.285197
-3.0,9,136.310895
-3.0,9,136.336384
-2.333333,8,136.358199
-2.333333,8,136.380008
-2.333333,8,136.401939
-3.0,9,136.425721
-3.0,9,136.451234
-2.333333,8,136.474494
-2.333333,8,136.495549
-3.0,9,136.521011
-2.333333,8,136.542452
-2.333333,8,136.564713
-3.0,9,136.589464
-2.333333,8,136.611297
-2.333333,8,136.632843
-3.0,9,136.658257
-2.333333,8,136.681088
-3.0,9,136.703409
-2.333333,8,136.727541
-2.333333,8,136.75405-3.916667,11,138.80853-2.-3.0,9,138.828014
-3.75,11,138.85177
-3.75,11,138.882853
-3.0,9,138.90845
-2.333333,8,138.929859
-2.333333,8,138.950973-3-3.083333,10,138.-2.33333-2.333333,8,139.-3.08333-3.083333,10,139.-3.0,9,1-2.333333,8-3.75,11,139.-3.0,9,1-2.333333,8-3.0,9,139.09-2.333-3.0,9,139.123831--2.333333,8,139.142936--3.0,9,139.166982
-2.333333,8,139.211073
-2.333333,8,139.231761
-3.0,9,139.2572
-2.333333,8,139.2789
-2.333333,8,139.300287
-3.75,11,139.331538
-3.083333,10,139.35757-2.-2.333333,8,139.37901-2.-2.333333,8,139.40029-2.-2.333333,8,139.42221-3.-3.0,9,139.446687--3.75,11,139.477136
-3.0,9,139.501888
-3.0,9,139.528061
-2.333333,8,139.55048-3.-3.75,11,139.581656
-3.0,9,139.607445
-3.0,9,139.631854
-2.333333,8,139.653955
-3.0,9,139.67784
-3.0,9,139.704224
-3.75,11,139.736052
-3.0,9,139.761556
-2.333333,8,139.785114
-3.0,9,139.810922
-3.0,9,139.835682
-2.333333,8,139.85687
-3.0,9,139.881675
-3.0,9,139.906487
-3.0,9,139.931078
-3.0,9,139.956471
-2.333333,8,139.977787
-3.25,10,140.00479
-2.333333,8,140.025756
-2.333333,8,140.047964
-3.0,9,140.073108
-3.0,9,140.097633
-3.083333,10,140.12423
-2.333333,8,140.148196
-3.916667,14,140.188661
-3.75,11,140.218488
-2.333333,8,140.241044
-2.333333,8,140.263557
-2.333333,8,140.285052
-2.333333,8,140.306356
-3.0,9,140.331022
-3.0,9,140.356435
-2.333333,8,140.379207
-2.333333,8,140.399313
-2.333333,8,140.419942
-2.333333,8,140.441476
-3.0,9,140.465426
-3.0,9,140.489573
-2.333333,8,140.512282
-2.333333,8,140.533274
-2.333333,8,140.554291
-3.75,11,140.595338
-3.0,9,140.619727
-3.0,9,140.6455
-2.333333,8,140.669359
-2.333333,8,140.696779
-3.0,9,140.722716
-2.333333,8,140.745363
-2.333333,8,140.766843
-3.0,9,140.791083-3-2.333333,8,140.813-3.0,-3.0,9,140.839-3.0,-2.333333,8,14-3.0,9,14-2.333333,-3.0,9,140.955-3.916667,13,140.918212--2.333333,8,140.93-3.75,11,141.033375
-2.333333,8,141.055635--2.333333,8,141.07656
-3.0,9,141.101033
-3.0,-3.75,11,141.-2.33333-2.333333,8,141.-3.0,9,1-3.0,9,141.-3.0,9,1-3.75,11,14-2.333333,-2.333333,8,14-3.0,9,141-3.0,9,1-3.75,11,14-3.0,9,141-3.0,9,14-3.0,9,141-3.0,9,141.32385
-2.333333,8,141-3.0,9,14-3.75,11,141.376285
-3.0,9,141.401134
-3.0,9,141.426235
-2.333333,8,141.448572
-2.333333,8,141.47-3.0,9-3.0,9,141.49-2.333-3.75,11,141.5257-3.7-2.333333,8,141.5-3.0,9,-3.0,9,141.5-2.3333-3.0,9,141.595133
-2.333333,8,141.616955-3-2.333333,8,141.638-2.33-3.0,9,141.662294
-3.0,9,141.687188
-3.0,9,141.71227
-2.333333,8,141.733873
-3.0,9,141.760704
-3.0,9,141.785916
-3.0,9,141.811657
-3.0,9,141.835362
-3.75,11,141.863866
-2.333333,8,141.88452
-3.0,9,141.909739
-2.333333,8,141.93115
-3.0,9,141.954524
-3.0,9,141.980777
-3.25,10,142.009
-2.333333,8,142.032261
-2.333333,8,142.054722
-2.333333,8,142.076471
-2.333333,8,142.098929
-2.333333,8,142.120707
-3.75,11,142.149633
-2.333333,8,142.171334
-3.0,9,142.196383
-3.0,9,142.22238
-3.0,9,142.247556
-2.333333,8,142.271722
-2.333333,8,142.294999
-3.75,11,142.323941
-3.0,9,142.347599
-2.333333,8,142.370193
-3.0,9,142.393412
-3.0,9,142.417427
-2.333333,8,142.438589
-2.333333,8,142.460114
-3.0,9,142.483707
-2.916667,10,142.510751
-3.0,9,142.535499
-2.333333,8,142.557609
-3.0,9,142.582143
-3.0,9,142.607236
-3.0,9,142.631359
-3.0,9,142.655854
-2.333333,8,142.67742
-3.75,11,142.707204
-2.333333,8,142.731406
-2.333333,8,142.752553
-3.0,9,142.779698
-3.0,9,142.804805
-3.75,11,142.834699
-2.333333,8,142.857446
-3.0,9,142.881411
-2.333333,8,142.902913
-3.0,9,142.927864
-2.333333,8,142.949723
-2.333333,8,142.971709
-2.333333,8,142.99373
-2.333333,8,143.015887
-2.333333,8,143.037679
-2.333333,8,143.059801
-3.0,9,143.085255
-3.0,9,143.110498
-2.333333,8,143.133279
-2.333333,8,143.155066
-3.0,9,143.181036
-3.0,9,143.206352
-3.0,9,143.231483
-3.0,9,143.255564
-3.0,9,143.282394
-2.333333,8,143.303854
-3.083333,10,143.331787
-2.333333,8,143.353053
-3.0,9,143.378462
-2.333333,8,143.399379
-3.0,9,143.423058
-2.333333,8,143.445596
-3.75,11,143.474569
-2.333333,8,143.49518
-3.0,9,143.519436
-3.0,9,143.544897
-3.0,9,143.568529
-2.333333,8,143.591207
-3.75,11,143.621427
-3.0,9,143.645656
-2.916667,10,143.673672
-2.333333,8,143.696083
-3.0,9,143.722103
-2.333333,8,143.742621
-2.333333,8,143.765515
-2.333333,8,143.787384
-3.0,9,143.812755
-3.75,11,143.843035
-2.333333,8,143.865124
-3.0,9,143.889705
-2.333333,8,143.911138
-3.75,11,143.942062
-2.916667,10,143.969476
-3.0,9,143.994004
-3.0,9,144.019035
-2.333333,8,144.039896
-2.333333,8,144.060591
-2.333333,8,144.08208
-3.666667,12,144.115101
-2.333333,8,144.137191
-3.916667,11,144.167281
-3.75,11,144.198883
-3.083333,10,144.227302
-3.0,9,144.251742
-3.0,9,144.277877
-3.0,9,144.302668
-2.333333,8,144.324859
-3.0,9,144.348994
-3.0,9,144.373619
-3.0,9,144.397377
-2.333333,8,144.419811
-2.333333,8,144.441625
-2.333333,8,144.463263
-3.0,9,144.48877
-2.333333,8,148.243248
-3.0,9,148.273074
-2.333333,8,148.289614
-2.333333,8,148.307636
-2.333333,8,148.325394
-3.0,9,148.347091
-3.0,9,148.371556
-2.333333,8,148.392649
-3.0,9,148.416824
-2.333333,8,148.438691
-3.0,9,148.463023
-3.0,9,148.490527
-2.333333,8,148.512805
-3.75,11,148.54198
-3.0,9,148.56601
-3.0,9,148.58903
-2.333333,8,148.610723
-2.333333,8,148.63214
-2.916667,10,148.660532
-3.0,9,148.686134
-2.333333,8,148.708659
-3.75,11,148.740371
-2.333333,8,148.761709
-2.333333,8,148.787539
-3.083333,10,148.814939
-2.333333,8,148.837608
-3.75,11,148.866113
-2.333333,8,148.888014
-3.0,9,148.912611
-2.333333,8,148.933379
-2.333333,8,148.955527
-2.333333,8,148.977823
-3.0,9,149.001526
-2.333333,8,149.022413
-2.333333,8,149.045259
-3.0,9,149.068051
-3.0,9,149.093274
-3.083333,10,149.121413
-3.0,9,149.144552
-2.333333,8,149.166833
-2.333333,8,149.189611
-3.0,9,149.214012
-2.333333,8,149.235488
-2.333333,8,149.257844
-3.0,9,149.286055
-2.333333,8,149.30988
-2.333333,8,149.332716
-2.333333,8,149.355475
-3.0,9,149.379807
-2.333333,8,149.402031
-2.333333,8,149.423576
-2.333333,8,149.445934
-3.75,11,149.47417
-2.333333,8,149.49417
-3.0,9,149.51879
-2.333333,8,149.540778
-2.333333,8,149.56122
-2.333333,8,149.582877
-3.0,9,149.606622
-2.333333,8,149.62771
-2.333333,8,149.649018
-3.0,9,149.674183
-3.0,9,149.700211
-2.333333,8,149.722011
-3.0,9,149.746916
-3.0,9,149.771294
-3.0,9,149.799367
-2.333333,8,149.821632
-2.333333,8,149.842918
-3.75,11,149.874378
-2.333333,8,149.896447
-2.916667,10,149.923962
-3.0,9,149.948763
-2.333333,8,149.970134
-2.333333,8,149.993255
-2.333333,8,150.015421
-2.333333,8,150.036786
-2.333333,8,150.059246
-3.0,9,150.0839
-3.0,9,150.107481
-3.0,9,150.131331
-2.333333,8,150.154462
-3.0,9,150.179436
-3.0,9,150.203728
-3.0,9,150.228323
-2.333333,8,150.250102
-3.0,9,150.275036
-3.0,9,150.304255
-3.0,9,150.330104
-2.333333,8,150.351018
-2.333333,8,150.373385
-3.0,9,150.397355
-2.333333,8,150.420396
-2.333333,8,150.443277
-3.0,9,150.468391
-3.0,9,150.49283
-3.0,9,150.516902
-2.333333,8,150.53744
-3.583333,11,150.567555
-2.333333,8,150.590897
-2.333333,8,150.61146
-2.333333,8,150.633731
-3.0,9,150.65848
-3.75,11,150.689528
-3.0,9,150.712947
-2.333333,8,150.734576
-3.0,9,150.760445
-2.333333,8,150.781824
-3.0,9,150.810798
-3.0,9,150.834098
-2.333333,8,150.856815
-2.333333,8,150.879166
-2.333333,8,150.901285
-2.333333,8,150.922154
-2.333333,8,150.944775
-2.333333,8,150.965799
-2.333333,8,150.987765
-2.333333,8,151.011127
-2.333333,8,151.03406
-2.333333,8,151.055192
-3.0,9,151.081319
-2.333333,8,151.103003
-2.333333,8,151.124736
-3.0,9,151.150135
-3.0,9,151.177975
-3.0,9,151.202767
-3.0,9,151.226959
-2.916667,10,151.255135
-3.0,9,151.279034
-3.0,9,151.306935
-3.0,9,151.32981
-3.0,9,151.354044
-2.333333,8,151.374735
-3.0,9,151.398936
-2.333333,8,151.420609
-2.333333,8,151.442969
-2.333333,8,151.46242
-2.333333,8,151.482765
-3.0,9,151.50766
-3.0,9,151.532327
-3.0,9,151.555079
-3.0,9,151.580366
-3.75,11,151.609729
-2.333333,8,151.631737
-2.333333,8,151.654768
-2.333333,8,151.679276
-3.0,9,151.704223
-3.0,9,151.727629
-3.0,9,151.753475
-3.0,9,151.777272
-3.0,9,151.80569
-2.333333,8,151.826451
-3.0,9,151.850754
-3.0,9,151.876164
-2.333333,8,151.897533
-3.0,9,151.922148
-3.75,11,151.952539
-2.333333,8,151.973722
-2.333333,8,151.994907
-2.333333,8,152.015874
-3.0,9,152.040445
-3.75,11,152.072375
-2.333333,8,152.095107
-3.75,11,152.124512
-3.0,9,152.150263
-2.333333,8,152.172757
-3.0,9,152.197573
-3.0,9,152.221192
-3.0,9,152.244678
-2.333333,8,152.26751
-3.0,9,152.291229
-2.333333,8,152.317615
-3.0,9,152.342706
-3.0,9,152.365932
-2.333333,8,152.387545
-3.0,9,152.412716
-3.75,11,152.441952
-3.0,9,152.465791
-3.0,9,152.489686
-3.75,11,152.517484
-3.0,9,152.541444
-2.333333,8,152.562747
-2.333333,8,152.585329
-2.333333,8,152.606799
-3.0,9,152.62973
-2.333333,8,152.652672
-3.0,9,152.678457
-2.333333,8,152.70021
-3.0,9,152.724929
-3.0,9,152.751735
-3.0,9,152.775001
-2.333333,8,152.797091
-2.333333,8,152.821653
-2.333333,8,152.842376
-2.333333,8,152.864361
-3.0,9,152.889169
-2.333333,8,152.911897
-3.0,9,152.936415
-3.75,11,152.965975
-3.0,9,152.99168
-3.0,9,153.018033
-3.75,11,153.048478
-2.333333,8,153.070612
-3.0,9,153.095545
-3.083333,10,153.123285
-2.333333,8,153.145387
-3.0,9,153.171048
-2.333333,8,153.192973
-2.333333,8,153.213999
-2.333333,8,153.236068
-3.75,11,153.267252
-3.0,9,153.292731
-2.333333,8,153.318699
-2.333333,8,153.341176
-3.75,11,153.371958
-3.75,11,153.402644
-2.333333,8,153.424415
-2.333333,8,153.446955
-2.333333,8,153.467997
-3.0,9,153.493471
-3.0,9,153.517151
-3.583333,11,153.548012
-2.916667,10,153.578223
-3.0,9,153.601206
-2.916667,10,153.628263
-2.333333,8,153.650572
-3.0,9,153.676241
-3.0,9,153.703934
-2.333333,8,153.723922
-2.333333,8,153.745809
-2.333333,8,153.768183
-2.333333,8,153.790387
-2.333333,8,153.81317
-3.0,9,153.842332
-2.333333,8,153.864251
-2.333333,8,154.784534
-2.333333,8,154.801366
-2.333333,8,154.82243
-3.0,9,154.844277
-3.0,9,154.869565
-3.0,9,154.892884
-2.333333,8,154.915411
-3.0,9,154.940252
-3.0,9,154.963278
-2.333333,8,154.985228
-2.333333,8,155.007265
-3.0,9,155.031319
-3.0,9,155.055741
-3.0,9,155.079933
-3.0,9,155.104283
-3.0,9,155.127557
-3.0,9,155.153316
-2.333333,8,155.174282
-3.0,9,155.197707
-3.0,9,155.222898
-3.0,9,155.247317
-3.0,9,155.272277
-2.333333,8,155.294794
-2.333333,8,155.317461
-3.0,9,155.346113
-2.333333,8,155.368082
-2.333333,8,155.389966
-3.0,9,155.415459
-3.0,9,155.439564
-3.0,9,155.463635
-3.0,9,155.488463
-2.333333,8,155.509762
-3.0,9,155.53452
-3.0,9,155.559254
-2.333333,8,155.580968
-3.0,9,155.606679
-3.0,9,155.632078
-2.333333,8,155.65346
-2.333333,8,155.675355
-3.0,9,155.698598
-2.333333,8,155.720399
-3.0,9,155.746325
-2.333333,8,155.768649
-2.333333,8,155.789841
-2.333333,8,155.810525
-2.333333,8,155.837265
-2.916667,10,155.86447
-2.333333,8,155.886038
-2.333333,8,155.907905
-2.333333,8,155.930333
-3.0,9,155.9529
-2.333333,8,155.974582
-3.0,9,155.99875
-2.333333,8,156.020379
-2.333333,8,156.04199
-3.0,9,156.06366
-3.0,9,156.088667
-3.0,9,156.113891
-3.0,9,156.138854
-2.333333,8,156.160633
-2.333333,8,156.182834
-3.0,9,156.206548
-2.333333,8,156.227736
-3.0,9,156.251427
-3.0,9,156.275301
-2.333333,8,156.296744
-2.333333,8,156.3184
-3.0,9,156.344547
-3.0,9,156.368477
-2.333333,8,156.391209
-3.0,9,156.416782
-2.333333,8,156.439964
-3.0,9,156.464607
-2.333333,8,156.488063
-2.333333,8,156.509126
-3.0,9,156.535463
-2.333333,8,156.555931
-3.0,9,156.579216
-3.0,9,156.603656
-3.0,9,156.626918
-3.0,9,156.651802
-3.0,9,156.676742
-2.333333,8,156.697779
-3.0,9,156.722108
-2.333333,8,156.744308
-3.0,9,156.769785
-3.0,9,156.793407
-2.333333,8,156.814754
-2.333333,8,156.839315
-2.333333,8,156.863397
-3.0,9,156.887197
-3.0,9,156.910943
-3.0,9,156.936088
-2.333333,8,156.960627
-2.333333,8,156.982848
-3.0,9,157.007259
-2.333333,8,157.029819
-2.333333,8,157.051971
-3.0,9,157.077227
-2.333333,8,157.099768
-2.333333,8,157.123363
-2.333333,8,157.146403
-3.0,9,157.170076
-2.333333,8,157.19138
-2.333333,8,157.213866
-2.333333,8,157.236345
-2.333333,8,157.257896
-2.333333,8,157.279971
-2.333333,8,157.302753
-2.333333,8,157.323101
-2.333333,8,157.349203
-2.333333,8,157.371476
-2.333333,8,157.392759
-2.333333,8,157.415157
-2.333333,8,157.437033
-2.333333,8,157.458195
-2.333333,8,157.481288
-3.0,9,157.502927
-2.333333,8,157.52398
-2.333333,8,157.545701
-2.333333,8,157.568526
-2.333333,8,157.59006
-3.0,9,157.614461
-3.0,9,157.639157
-3.0,9,157.661876
-3.0,9,157.686603
-2.333333,8,157.708491
-3.0,9,157.732763
-2.916667,10,157.760708
-2.333333,8,157.78251
-2.333333,8,157.80488
-3.0,9,157.829466
-2.333333,8,157.856316
-2.333333,8,157.879882
-3.0,9,157.904546
-2.333333,8,157.925826
-3.0,9,157.95105
-3.0,9,157.975572
-3.0,9,157.999895
-3.0,9,158.026033
-3.0,9,158.050659
-3.0,9,158.076085
-2.333333,8,158.098851
-3.0,9,158.123578
-3.0,9,158.149838
-2.333333,8,158.171926
-3.0,9,158.195725
-3.0,9,158.218876
-3.0,9,158.243176
-3.0,9,158.267668
-2.333333,8,158.290753
-2.333333,8,158.312606
-3.0,9,158.337209
-3.0,9,158.365159
-2.333333,8,158.387681
-2.333333,8,158.409157
-2.333333,8,158.431877
-2.333333,8,158.4536
-3.0,9,158.478995
-2.333333,8,158.501321
-3.0,9,158.524981
-2.916667,10,158.552252
-3.75,11,158.581743
-3.083333,10,158.608525
-2.333333,8,158.631306
-2.333333,8,158.652985
-2.333333,8,158.674142
-2.333333,8,158.695972
