#{"t_start": 1650888470.1980486, "env_id": "SW-v0"}
r,l,t
1.0,12,94.575924
1.0,10,94.584891
1.0,12,94.595629
1.0,8,94.604062
1.0,20,94.621988
1.0,14,94.633962
1.0,18,94.649206
1.0,12,94.659441
1.0,10,94.667949
1.0,14,94.679768
1.0,16,94.693215
1.0,12,94.70347
1.0,8,94.710235
1.0,14,94.721875
1.0,18,94.736949
1.0,11,94.746197
1.0,10,94.754542
1.0,12,94.764511
1.0,22,94.782638
1.0,12,94.792563
1.0,20,94.809014
1.0,16,94.822204
1.0,13,94.832682
1.0,12,94.842378
1.0,14,94.853809
1.0,10,94.863571
1.0,16,94.879179
1.0,12,94.89037
1.0,8,94.897153
1.0,10,94.905611
1.0,12,94.915793
1.0,12,94.926198
1.0,12,94.936366
1.0,18,94.951635
1.0,12,94.961831
1.0,12,94.971953
1.0,10,94.980317
1.0,8,94.987174
1.0,8,94.993932
1.0,14,95.00576
1.0,12,95.015919
1.0,12,95.026105
1.0,18,95.04094
1.0,10,95.049187
1.0,15,95.061988
1.0,10,95.070936
1.0,8,95.077958
1.0,14,95.090084
1.0,10,95.099021
1.0,12,95.109896
1.0,20,95.127709
1.0,8,95.134897
1.0,8,95.142084
1.0,10,95.151068
1.0,8,95.158262
1.0,12,95.169068
1.0,17,95.184269
1.0,16,95.198513
1.0,10,95.207403
1.0,10,95.217203
1.0,12,95.228812
1.0,14,95.242479
1.0,16,95.256728
1.0,16,95.271028
1.0,12,95.281806
1.0,10,95.290753
1.0,8,95.298041
1.0,16,95.312327
1.0,14,95.324931
1.0,18,95.341157
1.0,8,95.348369
1.0,10,95.357499
1.0,16,95.37183
1.0,16,95.38625
1.0,14,95.398838
1.0,15,95.412363
1.0,12,95.423674
1.0,14,95.436809
1.0,8,95.446733
1.0,10,95.456326
1.0,14,95.469058
1.0,18,95.48557
1.0,10,95.494923
1.0,16,95.509416
1.0,10,95.518723
1.0,10,95.527883
1.0,10,95.537101
1.0,8,95.544252
1.0,10,95.554103
1.0,10,95.564447
1.0,14,95.578613
1.0,9,95.588473
1.0,8,95.59605
1.0,14,95.608814
1.0,10,95.617919
1.0,8,95.625185
1.0,12,95.636056
1.0,15,95.649565
1.0,12,95.660321
1.0,8,95.667594
1.0,18,95.683703
1.0,10,95.692738
1.0,10,95.701858
1.0,10,95.710971
1.0,15,95.72438
1.0,14,95.736888
1.0,10,95.745852
1.0,13,95.757421
1.0,12,95.768195
1.0,8,95.7753
1.0,12,95.786052
1.0,15,95.799605
1.0,17,95.814881
1.0,14,95.827488
1.0,8,95.834411
1.0,10,95.843808
1.0,16,95.857671
1.0,8,95.8648
1.0,8,95.871977
1.0,10,95.880965
1.0,12,95.891761
1.0,10,95.901203
1.0,8,95.908529
1.0,14,97.226986
1.0,24,97.253911
1.0,10,97.264338
1.0,10,97.274505
1.0,10,97.284499
1.0,10,97.294916
1.0,10,97.304878
1.0,22,97.326705
1.0,16,97.342351
1.0,16,97.35815
1.0,14,97.372045
1.0,12,97.383974
1.0,10,97.393088
1.0,10,97.401782
1.0,14,97.413848
1.0,18,97.429148
1.0,10,97.437718
1.0,10,97.447487
1.0,22,97.468888
1.0,18,97.485671
1.0,13,97.497518
1.0,14,97.51024
1.0,16,97.524374
1.0,14,97.536904
1.0,14,97.54965
1.0,21,97.567692
1.0,8,97.574505
1.0,22,97.594274
1.0,9,97.602081
1.0,10,97.610745
1.0,20,97.628257
1.0,12,97.640204
1.0,25,97.664618
1.0,16,97.679168
1.0,14,97.691959
1.0,10,97.701066
1.0,16,97.715847
1.0,14,97.728522
1.0,11,97.738633
1.0,14,97.751312
1.0,12,97.762002
1.0,18,97.779216
1.0,21,97.799877
1.0,16,97.814474
1.0,12,97.825844
1.0,18,97.842338
1.0,10,97.85135
1.0,8,97.85856
1.0,24,97.880156
1.0,14,97.892606
1.0,10,97.901516
1.0,8,97.908742
1.0,24,97.930319
1.0,24,97.951765
1.0,24,97.973049
1.0,17,97.988313
1.0,12,98.00064
1.0,16,98.015274
1.0,18,98.031162
1.0,14,98.043358
1.0,12,98.053716
1.0,12,98.064054
1.0,20,98.081058
1.0,10,98.089694
1.0,20,98.106692
1.0,10,98.115195
1.0,12,98.125341
1.0,18,98.140303
1.0,13,98.151113
1.0,10,98.160031
1.0,12,98.173306
1.0,15,98.18654
1.0,16,98.200832
1.0,12,98.211325
1.0,12,98.221711
1.0,24,98.243293
1.0,12,98.254055
1.0,12,98.264411
1.0,12,98.274727
1.0,16,98.288716
1.0,20,98.30621
1.0,12,98.316817
1.0,12,98.32731
1.0,16,98.341306
1.0,18,98.359056
1.0,18,98.377214
1.0,14,98.389974
1.0,16,98.404103
1.0,8,98.411264
1.0,10,98.420143
1.0,17,98.435507
1.0,14,98.447726
1.0,8,98.454287
1.0,14,98.466515
1.0,16,98.480654
1.0,8,98.487634
1.0,10,98.496298
1.0,14,98.508649
1.0,12,98.519109
1.0,18,98.534897
1.0,8,98.541897
1.0,10,98.550749
1.0,20,98.569482
1.0,16,98.583763
1.0,14,98.596105
1.0,12,98.606641
1.0,10,98.615566
1.0,21,98.634026
1.0,12,98.644755
1.0,14,98.657032
1.0,8,98.664017
1.0,10,98.673026
1.0,18,98.688857
1.0,14,98.701147
1.0,16,98.71523
1.0,8,98.72197
1.0,16,98.736185
1.0,10,98.745315
1.0,22,98.764755
1.0,14,98.777154
1.0,10,98.786355
1.0,8,98.793353
1.0,20,98.81088
1.0,10,98.820135
1.0,12,98.830603
1.0,18,98.846347
1.0,22,98.865631
1.0,12,98.876097
1.0,11,98.885704
1.0,12,98.896225
1.0,22,98.915341
1.0,22,98.93468
1.0,8,98.941748
1.0,18,98.957564
1.0,18,98.97328
1.0,12,98.983269
1.0,18,98.99812
1.0,10,99.006387
1.0,13,99.017103
1.0,12,99.02714
1.0,13,99.038032
1.0,18,99.053066
1.0,12,99.062958
1.0,8,99.069785
1.0,20,100.321709
1.0,14,100.33639
1.0,12,100.348646
1.0,8,100.356534
1.0,18,100.373854
1.0,8,100.381598
1.0,10,100.390952
1.0,25,100.414143
1.0,12,100.433373
1.0,10,100.44804
1.0,10,100.460386
1.0,10,100.470323
1.0,10,100.480736
1.0,10,100.490937
1.0,12,100.503389
1.0,12,100.515539
1.0,14,100.52979
1.0,10,100.54072
1.0,12,100.553799
1.0,14,100.568892
1.0,8,100.577389
1.0,16,100.594456
1.0,18,100.611778
1.0,8,100.619588
1.0,22,100.639693
1.0,16,100.654291
1.0,16,100.668491
1.0,16,100.682253
1.0,8,100.689925
1.0,8,100.696995
1.0,12,100.70787
1.0,18,100.72386
1.0,12,100.734833
1.0,16,100.749376
1.0,14,100.761725
1.0,10,100.770504
1.0,8,100.77761
1.0,10,100.786454
1.0,16,100.80035
1.0,12,100.810772
1.0,12,100.821067
1.0,12,100.831408
1.0,10,100.839912
1.0,10,100.848419
1.0,12,100.858662
1.0,17,100.873218
1.0,11,100.882814
1.0,10,100.891551
1.0,10,100.90032
1.0,14,100.912632
1.0,16,100.926603
1.0,14,100.938694
1.0,12,100.949155
1.0,14,100.961465
1.0,8,100.968575
1.0,12,100.979172
1.0,10,100.988162
1.0,16,101.002384
1.0,16,101.016709
1.0,10,101.025714
1.0,14,101.03867
1.0,12,101.049502
1.0,10,101.05854
1.0,14,101.07181
1.0,8,101.079075
1.0,16,101.093493
1.0,12,101.10602
1.0,14,101.118829
1.0,8,101.125941
1.0,8,101.133333
1.0,14,101.146452
1.0,18,101.163156
1.0,25,101.185521
1.0,8,101.192544
1.0,10,101.201443
1.0,12,101.215943
1.0,10,101.224736
1.0,14,101.237004
1.0,8,101.244183
1.0,12,101.25501
1.0,16,101.269194
1.0,14,101.281634
1.0,8,101.288742
1.0,8,101.295927
1.0,10,101.304728
1.0,10,101.313674
1.0,12,101.324224
1.0,14,101.336726
1.0,18,101.352489
1.0,14,101.364624
1.0,8,101.371643
1.0,10,101.380348
1.0,14,101.39285
1.0,19,101.409656
1.0,8,101.416738
1.0,8,101.423756
1.0,14,101.436397
1.0,8,101.44311
1.0,8,101.449737
1.0,10,101.457848
1.0,16,101.471289
1.0,12,101.481005
1.0,12,101.490782
1.0,11,101.499791
1.0,10,101.50805
1.0,9,101.515787
1.0,10,101.524576
1.0,12,101.535949
1.0,12,101.546492
1.0,12,101.562929
1.0,12,101.586425
1.0,10,101.599919
1.0,14,101.617772
1.0,14,101.630456
1.0,14,101.644
1.0,14,101.657004
1.0,14,101.669229
1.0,8,101.676285
1.0,18,101.692314
1.0,10,101.70133
1.0,18,101.7172
1.0,12,101.727642
1.0,12,101.738058
1.0,18,101.753585
1.0,12,101.763927
1.0,10,101.772578
1.0,19,101.789593
1.0,10,101.798465
1.0,10,101.80837
1.0,16,101.823248
1.0,14,101.837762
1.0,20,101.857867
1.0,10,101.867009
1.0,8,101.874713
1.0,10,101.883967
1.0,14,101.8972
1.0,16,101.912362
1.0,10,101.922327
1.0,10,101.931452
1.0,10,101.940814
1.0,10,101.949611
1.0,16,101.96437
1.0,16,101.978513
1.0,14,101.991666
1.0,18,102.00792
1.0,24,102.029808
1.0,17,102.045992
1.0,8,102.054189
1.0,18,102.072458
1.0,12,102.084625
1.0,16,102.101092
1.0,10,102.111203
1.0,10,102.121336
1.0,14,102.134979
1.0,12,102.146291
1.0,8,102.154509
1.0,12,102.166059
1.0,10,102.176069
1.0,18,102.193978
1.0,12,102.205286
1.0,8,102.212676
1.0,14,102.22651
1.0,11,103.832383
1.0,10,103.844409
1.0,10,103.855653
1.0,8,103.864529
1.0,12,103.878931
1.0,10,103.890925
1.0,8,103.899782
1.0,14,103.91519
1.0,14,103.930384
1.0,14,103.945365
1.0,8,103.953937
1.0,16,103.973724
1.0,8,103.983074
1.0,16,104.001401
1.0,12,104.014853
1.0,14,104.031437
1.0,20,104.053646
1.0,15,104.069373
1.0,8,104.076617
1.0,12,104.087405
1.0,12,104.098068
1.0,8,104.105095
1.0,8,104.112056
1.0,12,104.12475
1.0,12,104.139849
1.0,10,104.150539
1.0,10,104.162471
1.0,8,104.170246
1.0,10,104.179348
1.0,12,104.190649
1.0,12,104.201675
1.0,17,104.217142
1.0,14,104.231215
1.0,12,104.242357
1.0,12,104.253098
1.0,10,104.261976
1.0,8,104.269111
1.0,8,104.276316
1.0,18,104.292303
1.0,8,104.299333
1.0,12,104.309786
1.0,14,104.322292
1.0,12,104.334445
1.0,10,104.344087
1.0,10,104.353551
1.0,12,104.364528
1.0,10,104.3738
1.0,12,104.384757
1.0,10,104.393795
1.0,12,104.404977
1.0,16,104.422973
1.0,10,104.432099
1.0,12,104.44334
1.0,8,104.450763
1.0,12,104.461821
1.0,12,104.473016
1.0,12,104.483796
1.0,8,104.49134
1.0,12,104.502247
1.0,10,104.511525
1.0,16,104.526405
1.0,10,104.535461
1.0,8,104.542683
1.0,18,104.559436
1.0,17,104.575994
1.0,12,104.587016
1.0,10,104.596054
1.0,8,104.603288
1.0,14,104.616099
1.0,14,104.628982
1.0,8,104.63658
1.0,8,104.643889
1.0,12,104.654877
1.0,14,104.667881
1.0,10,104.677114
1.0,10,104.686266
1.0,12,104.697184
1.0,12,104.708386
1.0,10,104.717418
1.0,10,104.726493
1.0,10,104.735837
1.0,12,104.746681
1.0,16,104.763586
1.0,12,104.781014
1.0,14,104.799095
1.0,14,104.813409
1.0,12,104.824895
1.0,8,104.832533
1.0,14,104.845582
1.0,12,104.856761
1.0,10,104.86702
1.0,13,104.882115
1.0,8,104.890456
1.0,12,104.904189
1.0,10,104.913513
1.0,18,104.93118
1.0,10,104.940967
1.0,10,104.953517
1.0,12,104.967508
1.0,8,104.977398
1.0,10,104.996064
1.0,8,105.011955
1.0,12,105.029467
1.0,18,105.049224
1.0,12,105.062466
1.0,10,105.074037
1.0,14,105.08804
1.0,12,105.101274
1.0,18,105.121635
1.0,14,105.137657
1.0,12,105.150532
1.0,8,105.159708
1.0,14,105.175684
1.0,10,105.187201
1.0,10,105.19795
1.0,16,105.214115
1.0,10,105.225843
1.0,12,105.238035
1.0,14,105.252281
1.0,10,105.263057
1.0,10,105.274433
1.0,12,105.286728
1.0,10,105.296127
1.0,12,105.308909
1.0,12,105.320322
1.0,10,105.329667
1.0,10,105.339801
1.0,9,105.348262
1.0,14,105.361918
1.0,12,105.373624
1.0,10,105.383021
1.0,8,105.390591
1.0,12,105.401804
1.0,8,105.40922
1.0,8,105.416949
1.0,8,105.42469
1.0,12,105.436231
1.0,12,105.447304
1.0,12,105.45945
1.0,12,105.471465
1.0,14,105.485324
1.0,8,105.492916
1.0,12,105.504252
1.0,10,105.513324
1.0,8,105.52079
1.0,12,105.531665
1.0,12,105.542608
1.0,10,105.552326
1.0,16,105.566568
1.0,10,105.57539
1.0,10,105.584148
1.0,12,105.594596
1.0,14,105.606806
1.0,10,105.615566
1.0,10,105.624128
1.0,14,105.636622
1.0,12,105.647085
1.0,10,105.656409
1.0,8,105.663542
1.0,18,105.680075
1.0,8,105.687699
1.0,10,105.696725
1.0,12,105.708739
1.0,8,105.716417
1.0,12,105.728022
1.0,10,105.738027
1.0,14,105.751241
1.0,8,105.758852
1.0,10,105.768311
1.0,12,105.779214
1.0,12,105.790915
1.0,18,105.807329
1.0,12,105.81827
1.0,10,105.8276
1.0,10,105.836851
1.0,10,105.845998
1.0,8,105.853517
1.0,10,105.86272
1.0,12,105.873738
1.0,10,105.882869
1.0,10,106.81747
1.0,18,106.837703
1.0,10,106.848751
1.0,26,106.875325
1.0,22,106.896928
1.0,24,106.92028
1.0,27,106.945483
1.0,16,106.960057
1.0,10,106.969271
1.0,14,106.9819
1.0,12,106.992911
1.0,20,107.011127
1.0,12,107.021736
1.0,13,107.033296
1.0,8,107.040573
1.0,10,107.049603
1.0,16,107.063407
1.0,16,107.077403
1.0,10,107.086204
1.0,10,107.095153
1.0,10,107.104133
1.0,18,107.120281
1.0,10,107.1293
1.0,14,107.142295
1.0,14,107.15508
1.0,18,107.171411
1.0,12,107.182402
1.0,10,107.191499
1.0,10,107.200675
1.0,10,107.209873
1.0,8,107.217402
1.0,10,107.226553
1.0,12,107.237469
1.0,8,107.244884
1.0,16,107.259404
1.0,10,107.268608
1.0,12,107.279504
1.0,20,107.297785
1.0,10,107.306963
1.0,22,107.326807
1.0,10,107.33604
1.0,14,107.349086
1.0,10,107.358423
1.0,10,107.36787
1.0,16,107.382555
1.0,10,107.391787
1.0,13,107.4038
1.0,10,107.412974
1.0,14,107.425617
1.0,10,107.434787
1.0,8,107.442215
1.0,20,107.460488
1.0,8,107.467698
1.0,10,107.476741
1.0,16,107.49136
1.0,14,107.504074
1.0,12,107.514874
1.0,10,107.524863
1.0,17,107.543205
1.0,14,107.557221
1.0,10,107.565699
1.0,12,107.576558
1.0,14,107.588822
1.0,16,107.603278
1.0,16,107.617661
1.0,19,107.634667
1.0,14,107.647259
1.0,12,107.658489
1.0,8,107.666403
1.0,10,107.676352
1.0,18,107.692727
1.0,12,107.703932
1.0,12,107.714898
1.0,12,107.72578
1.0,10,107.734806
1.0,10,107.743783
1.0,12,107.754508
1.0,14,107.766992
1.0,16,107.781338
1.0,10,107.790301
1.0,16,107.804586
1.0,14,107.81715
1.0,14,107.829794
1.0,12,107.840593
1.0,10,107.849561
1.0,12,107.860259
1.0,21,107.879055
1.0,22,107.898731
1.0,12,107.909425
1.0,24,107.930629
1.0,14,107.943218
1.0,10,107.952155
1.0,8,107.959419
1.0,12,107.970228
1.0,8,107.977293
1.0,14,107.98975
1.0,16,108.003999
1.0,14,108.016545
1.0,14,108.028962
1.0,14,108.041504
1.0,25,108.063858
1.0,12,108.074622
1.0,14,108.087211
1.0,16,108.10133
1.0,8,108.108426
1.0,12,108.119201
1.0,8,108.126338
1.0,14,108.138784
1.0,11,108.148677
1.0,18,108.164719
1.0,12,108.175466
1.0,14,108.187958
1.0,10,108.196804
1.0,12,108.207685
1.0,12,108.218441
1.0,16,108.232782
1.0,10,108.241802
1.0,12,108.252915
1.0,8,108.260226
1.0,10,108.269407
1.0,14,108.282236
1.0,14,108.295676
1.0,14,108.309118
1.0,16,108.323695
1.0,18,108.340777
1.0,14,108.353657
1.0,8,108.360977
1.0,14,108.374057
1.0,10,108.383322
1.0,10,108.3935
1.0,14,108.406913
1.0,12,108.417835
1.0,8,108.425477
1.0,14,108.437993
1.0,18,108.454197
1.0,18,108.470354
1.0,8,108.477495
1.0,12,108.487198
1.0,10,108.495481
1.0,8,108.502416
1.0,10,108.51092
1.0,16,108.524528
1.0,12,108.535248
1.0,12,108.546086
1.0,18,108.562302
1.0,8,108.569571
1.0,14,108.582321
1.0,12,108.593115
1.0,10,108.602309
1.0,20,108.619188
1.0,8,108.625887
1.0,8,108.632653
1.0,20,108.649342
1.0,16,108.663011
1.0,18,109.109178
1.0,8,109.120049
1.0,12,109.13248
1.0,18,109.150677
1.0,16,109.165518
1.0,10,109.175123
1.0,16,109.189846
1.0,10,109.199231
1.0,8,109.206938
1.0,8,109.214174
1.0,10,109.224333
1.0,12,109.235217
1.0,10,109.244163
1.0,10,109.253329
1.0,10,109.262261
1.0,8,109.269648
1.0,10,109.278833
1.0,10,109.287784
1.0,12,109.298894
1.0,12,109.309476
1.0,10,109.318037
1.0,8,109.324892
1.0,8,109.331952
1.0,12,109.342268
1.0,10,109.351226
1.0,12,109.361313
1.0,8,109.368011
1.0,10,109.376366
1.0,10,109.384804
1.0,8,109.391586
1.0,10,109.399991
1.0,16,109.41319
1.0,10,109.421613
1.0,22,109.440227
1.0,16,109.454058
1.0,12,109.46439
1.0,12,109.474937
1.0,10,109.483619
1.0,12,109.494503
1.0,10,109.50344
1.0,16,109.51732
1.0,10,109.526086
1.0,9,109.534094
1.0,8,109.541695
1.0,14,109.556786
1.0,14,109.569081
1.0,16,109.58293
1.0,18,109.598159
1.0,14,109.610041
1.0,20,109.627206
1.0,14,109.639312
1.0,8,109.646326
1.0,10,109.657596
1.0,14,109.670147
1.0,14,109.682596
1.0,18,109.698291
1.0,12,109.708756
1.0,10,109.717558
1.0,10,109.72615
1.0,14,109.738281
1.0,12,109.748693
1.0,16,109.762661
1.0,8,109.76974
1.0,12,109.77988
1.0,14,109.795596
1.0,12,109.812408
1.0,8,109.823055
1.0,16,109.845807
1.0,12,109.859355
1.0,14,109.874003
1.0,12,109.885985
1.0,12,109.897045
1.0,12,109.908666
1.0,12,109.921164
1.0,10,109.930565
1.0,10,109.940696
1.0,12,109.952746
1.0,11,109.963553
1.0,12,109.976172
1.0,10,109.986522
1.0,14,110.000399
1.0,20,110.021265
1.0,14,110.03649
1.0,20,110.056458
1.0,8,110.064095
1.0,18,110.085512
1.0,10,110.095685
1.0,12,110.108517
1.0,10,110.119729
1.0,12,110.132278
1.0,14,110.14682
1.0,10,110.158663
1.0,12,110.173679
1.0,10,110.186133
1.0,14,110.201663
1.0,10,110.212083
1.0,12,110.225873
1.0,18,110.245219
1.0,16,110.262381
1.0,10,110.27398
1.0,10,110.28378
1.0,10,110.293829
1.0,24,110.321157
1.0,10,110.337948
1.0,8,110.352862
1.0,10,110.363499
1.0,10,110.37484
1.0,10,110.384846
1.0,12,110.397246
1.0,10,110.408458
1.0,18,110.426746
1.0,10,110.437677
1.0,13,110.451293
1.0,10,110.461739
1.0,8,110.470833
1.0,14,110.485898
1.0,8,110.494038
1.0,10,110.505101
1.0,16,110.521782
1.0,10,110.531854
1.0,8,110.540853
1.0,10,110.553265
1.0,20,110.577008
1.0,8,110.586774
1.0,12,110.599348
1.0,12,110.612794
1.0,14,110.628435
1.0,14,110.644214
1.0,12,110.65806
1.0,12,110.672181
1.0,10,110.68381
1.0,14,110.700771
1.0,10,110.719411
1.0,18,110.751523
1.0,8,110.761835
1.0,14,110.780048
1.0,14,110.79599
1.0,8,110.805289
1.0,14,110.820715
1.0,10,110.830837
1.0,10,110.841726
1.0,14,110.856804
1.0,12,110.870328
1.0,14,110.88493
1.0,8,110.893286
1.0,8,110.90371
1.0,10,110.914548
1.0,14,110.9296
1.0,8,110.93895
1.0,10,110.950614
1.0,12,110.966053
1.0,12,110.983314
1.0,8,110.991993
1.0,10,111.007504
1.0,19,111.026338
1.0,12,111.038401
1.0,12,111.049793
1.0,10,111.060074
1.0,8,111.06813
1.0,14,111.081122
1.0,10,111.090989
1.0,8,111.098374
1.0,14,111.1126
1.0,16,111.136295
1.0,10,111.146414
1.0,10,111.15696
1.0,10,111.166575
1.0,10,111.176425
1.0,12,111.188123
1.0,8,111.19583
1.0,10,111.207491
1.0,14,111.220572
1.0,10,111.229681
1.0,20,112.694652
1.0,8,112.703915
1.0,10,112.715197
1.0,14,112.730855
1.0,8,112.740433
1.0,12,112.753907
1.0,16,112.771748
1.0,12,112.784985
1.0,16,112.802521
1.0,12,112.815502
1.0,12,112.828845
1.0,10,112.840326
1.0,12,112.852259
1.0,8,112.860055
1.0,12,112.871868
1.0,10,112.881005
1.0,16,112.896464
1.0,10,112.906451
1.0,10,112.915657
1.0,8,112.923798
1.0,10,112.933372
1.0,12,112.945217
1.0,10,112.955427
1.0,22,112.976147
1.0,10,112.985873
1.0,10,112.994909
1.0,10,113.004631
1.0,14,113.018102
1.0,10,113.027621
1.0,12,113.03957
1.0,8,113.046872
1.0,12,113.058967
1.0,10,113.069472
1.0,8,113.076937
1.0,8,113.085348
1.0,14,113.09889
1.0,8,113.107291
1.0,10,113.117517
1.0,8,113.125618
1.0,8,113.133621
1.0,8,113.141926
1.0,10,113.152474
1.0,11,113.162934
1.0,8,113.17149
1.0,12,113.183169
1.0,8,113.191592
1.0,8,113.199311
1.0,10,113.209269
1.0,18,113.226922
1.0,10,113.237532
1.0,20,113.257075
1.0,14,113.271104
1.0,10,113.280494
1.0,8,113.289086
1.0,8,113.29654
1.0,12,113.308483
1.0,10,113.318538
1.0,8,113.326232
1.0,8,113.334232
1.0,12,113.345814
1.0,12,113.358037
1.0,16,113.37413
1.0,10,113.384412
1.0,10,113.394273
1.0,8,113.4028
1.0,8,113.410295
1.0,12,113.422735
1.0,8,113.430271
1.0,10,113.440718
1.0,10,113.450909
1.0,12,113.462754
1.0,12,113.475756
1.0,8,113.483702
1.0,8,113.492319
1.0,15,113.507591
1.0,14,113.52181
1.0,10,113.531276
1.0,20,113.551928
1.0,10,113.561615
1.0,16,113.577182
1.0,8,113.585219
1.0,14,113.597627
1.0,12,113.608898
1.0,12,113.620241
1.0,14,113.632643
1.0,12,113.644046
1.0,8,113.652764
1.0,14,113.665529
1.0,12,113.676512
1.0,14,113.689463
1.0,14,113.703007
1.0,8,113.710343
1.0,16,113.725821
1.0,10,113.736089
1.0,12,113.746749
1.0,12,113.759021
1.0,8,113.767062
1.0,8,113.775143
1.0,14,113.789585
1.0,8,113.79697
1.0,8,113.805489
1.0,8,113.812979
1.0,8,113.821568
1.0,12,113.833174
1.0,8,113.841561
1.0,10,113.851976
1.0,8,113.859931
1.0,12,113.872687
1.0,8,113.880101
1.0,14,113.895165
1.0,8,113.904092
1.0,14,113.917898
1.0,10,113.927595
1.0,8,113.935762
1.0,10,113.945179
1.0,12,113.957559
1.0,12,113.969846
1.0,8,113.977487
1.0,10,113.988245
1.0,10,113.997816
1.0,12,114.010119
1.0,14,114.024342
1.0,18,114.041772
1.0,10,114.051831
1.0,14,114.06529
1.0,10,114.076071
1.0,16,114.092011
1.0,14,114.106285
1.0,12,114.11837
1.0,10,114.127911
1.0,10,114.138051
1.0,12,114.149479
1.0,10,114.15968
1.0,12,114.171896
1.0,10,114.181252
1.0,10,114.1927
1.0,8,114.200815
1.0,15,114.215304
1.0,8,114.223292
1.0,12,114.235117
1.0,12,114.246638
1.0,13,114.259429
1.0,10,114.269205
1.0,8,114.276592
1.0,8,114.284747
1.0,16,114.300889
1.0,10,114.310506
1.0,10,114.32105
1.0,14,114.334616
1.0,10,114.344322
1.0,12,114.356567
1.0,8,114.363942
1.0,8,114.37282
1.0,10,114.381646
1.0,8,114.390458
1.0,12,114.402164
1.0,18,114.419154
1.0,10,114.428106
1.0,14,114.441526
1.0,12,114.453551
1.0,10,114.462523
1.0,10,114.472345
1.0,16,114.48736
1.0,8,114.494629
1.0,8,114.502883
1.0,10,114.511929
1.0,12,114.52339
1.0,10,114.532349
1.0,8,114.540979
1.0,10,114.55087
1.0,8,114.559028
1.0,8,114.566478
1.0,12,114.5778
1.0,10,114.587495
1.0,8,114.594751
1.0,12,114.606039
1.0,10,114.615212
1.0,12,114.626752
1.0,8,114.634398
1.0,11,114.644517
1.0,8,114.652284
1.0,8,114.659804
1.0,8,114.667521
1.0,10,114.676882
1.0,10,114.686448
1.0,10,114.695386
1.0,10,114.704799
1.0,8,115.083043
1.0,22,115.116126
1.0,20,115.140422
1.0,22,115.165257
1.0,29,115.198218
1.0,42,115.24175
1.0,37,115.27774
1.0,26,115.302092
1.0,28,115.328722
1.0,20,115.347672
1.0,29,115.375202
1.0,24,115.397333
1.0,24,115.421657
1.0,41,115.461123
1.0,24,115.484234
1.0,34,115.51735
1.0,25,115.541148
1.0,22,115.561958
1.0,22,115.582404
1.0,33,115.612867
1.0,32,115.643765
1.0,33,115.675639
1.0,16,115.69126
1.0,22,115.712295
1.0,24,115.736197
1.0,20,115.755635
1.0,14,115.770642
1.0,28,115.797899
1.0,27,115.826653
1.0,20,115.846225
1.0,30,115.877038
1.0,18,115.894726
1.0,22,115.916194
1.0,20,115.936559
1.0,29,115.964702
1.0,29,115.995267
1.0,18,116.013614
1.0,24,116.038256
1.0,32,116.069353
1.0,31,116.099775
1.0,14,116.114143
1.0,27,116.142922
1.0,22,116.165588
1.0,16,116.182681
1.0,21,116.20543
1.0,30,116.237551
1.0,25,116.263333
1.0,25,116.290331
1.0,28,116.319219
1.0,37,116.371582
1.0,16,116.386307
1.0,22,116.405762
1.0,32,116.437891
1.0,25,116.45937
1.0,26,116.48165
1.0,25,116.502831
1.0,18,116.517956
1.0,32,116.545019
1.0,20,116.562577
1.0,40,116.596998
1.0,16,116.61031
1.0,33,116.63788
1.0,25,116.65861
1.0,14,116.671274
1.0,22,116.693388
1.0,22,116.713634
1.0,31,116.742834
1.0,29,116.76951
1.0,32,116.800182
1.0,20,116.824671
1.0,20,116.853004
1.0,39,116.894792
1.0,20,116.914253
1.0,14,116.927863
1.0,18,116.945544
1.0,10,116.955055
1.0,27,116.980675
1.0,24,117.009965
1.0,32,117.040848
1.0,30,117.069352
1.0,28,117.095561
1.0,27,117.119951
1.0,14,117.556466
1.0,22,117.581484
1.0,14,117.596097
1.0,8,117.604192
1.0,14,117.617971
1.0,14,117.632077
1.0,12,117.643904
1.0,10,117.653791
1.0,8,117.661636
1.0,10,117.671205
1.0,12,117.682089
1.0,10,117.691126
1.0,20,117.710789
1.0,16,117.725807
1.0,14,117.738487
1.0,16,117.752656
1.0,20,117.770285
1.0,14,117.782551
1.0,20,117.800621
1.0,12,117.811802
1.0,14,117.824645
1.0,12,117.835989
1.0,20,117.854313
1.0,16,117.868973
1.0,14,117.881704
1.0,16,117.89628
1.0,18,117.912621
1.0,10,117.921906
1.0,10,117.931956
1.0,10,117.946899
1.0,10,117.963412
1.0,12,117.979337
1.0,12,118.000254
1.0,20,118.032201
1.0,12,118.044343
1.0,26,118.074
1.0,14,118.087762
1.0,8,118.095607
1.0,10,118.105908
1.0,22,118.128332
1.0,14,118.143718
1.0,12,118.157047
1.0,16,118.17311
1.0,12,118.184692
1.0,20,118.203339
1.0,16,118.217928
1.0,11,118.227717
1.0,14,118.240145
1.0,18,118.256073
1.0,14,118.268869
1.0,22,118.289902
1.0,12,118.301303
1.0,14,118.315377
1.0,12,118.328085
1.0,18,118.346072
1.0,14,118.360726
1.0,10,118.370981
1.0,10,118.380137
1.0,14,118.393517
1.0,14,118.406994
1.0,16,118.421944
1.0,14,118.435036
1.0,14,118.447496
1.0,16,118.462238
