#{"t_start": 1653903596.7099578, "env_id": "JTL-v0"}
r,l,t
9994.5,12,43.316162
9993.166667,19,43.338863
9994.5,12,43.352407
9993.583333,14,43.367853
9992.75,19,43.390551
9993.083333,17,43.410753
9994.5,12,43.423156
9994.25,14,43.438736
9994.5,12,43.452685
9993.916667,14,43.46909
9991.083333,22,43.493761
9994.5,12,43.507319
9994.5,12,43.520575
9994.5,12,43.533886
9994.5,12,43.546668
9994.416667,13,43.565206
9993.583333,17,43.589499
9994.083333,14,43.618327
9994.0,16,43.638895
9993.083333,17,43.659167
9994.416667,13,43.674443
9994.083333,16,43.692386
9994.333333,14,43.709707
9994.5,12,43.722319
9992.833333,16,43.7402
9994.5,12,43.752915
9994.416667,13,43.768493
9994.5,12,43.780945
9994.333333,13,43.794812
9994.5,12,43.80977
9994.5,12,43.823438
9992.666667,19,43.844744
9994.083333,15,43.86016
9994.083333,14,43.876326
9994.5,12,43.891934
9994.416667,13,43.907122
9994.5,12,43.919743
9994.416667,13,43.933485
9994.5,12,43.947192
9994.5,12,43.959615
9994.5,12,43.975835
9993.916667,14,43.991872
9994.5,12,44.005409
9994.5,12,44.019135
9994.5,12,44.032279
9992.5,15,44.049862
9994.5,12,44.062914
9994.5,12,44.078978
9993.333333,16,44.097914
9994.5,12,44.11097
9994.333333,14,44.126128
9994.5,12,44.140615
9994.5,12,44.155359
9993.916667,17,44.175451
9994.083333,16,44.193249
9994.333333,14,44.210424
9994.5,12,44.224772
9993.583333,14,44.247708
9994.5,12,44.268145
9993.166667,19,44.290604
9992.75,18,44.308502
9994.5,12,44.322072
9994.5,12,44.335257
9994.5,12,44.348937
9994.416667,13,44.364231
9994.25,14,44.380144
9993.583333,14,45.427812
9994.5,12,45.450809
9994.5,12,45.465721
9994.5,12,45.482069
9994.5,12,45.499474
9994.5,12,45.515168
9994.5,12,45.530828
9994.416667,13,45.546443
9994.5,12,45.560128
9994.5,12,45.577915
9994.5,12,45.594883
9993.333333,19,45.621188
9994.416667,13,45.640325
9993.916667,14,45.657495
9994.5,12,45.676259
9994.5,12,45.696167
9994.5,12,45.715408
9994.416667,13,45.731471
9994.083333,14,45.7539
9994.416667,13,45.774486
9993.416667,20,45.807941
9994.416667,13,45.827282
9994.5,12,45.844031
9992.916667,17,45.867638
9994.5,12,45.884821
9994.5,12,45.899421
9994.5,12,45.917786
9994.5,12,45.931391
9994.5,12,45.946882
9994.416667,13,45.96375
9994.5,12,45.981042
9994.5,12,45.994388
9994.5,12,46.010961
9994.5,12,46.026603
9994.5,12,46.045023
9994.5,12,46.060389
9993.166667,16,46.085545
9994.5,12,46.10248
9994.5,12,46.117616
9994.5,12,46.131793
9994.083333,17,46.155033
9994.416667,13,46.176733
9994.5,12,46.192292
9994.5,12,46.207599
9993.25,14,46.225462
9994.5,12,46.248171
9994.5,12,46.262962
9993.416667,15,46.283805
9994.5,12,46.29885
9994.5,12,46.314386
9994.5,12,46.328826
9993.583333,14,46.350255
9994.5,12,46.365676
9994.5,12,46.380151
9994.5,12,46.394066
9994.5,12,46.409108
9994.5,12,46.42347
9993.833333,16,46.449641
9994.5,12,46.464038
9994.083333,14,46.481966
9994.5,12,46.495823
9994.5,12,46.512389
9994.416667,13,46.528714
9994.5,12,46.543689
9994.5,12,46.55847
9994.5,12,46.576244
9994.5,12,46.596387
9994.333333,14,46.613966
9994.5,12,46.639385
9994.25,15,46.659592
9994.5,12,46.680395
9993.916667,14,46.703891
9994.5,12,46.731091
9994.333333,13,46.756406
9994.5,12,46.779507
9994.416667,13,46.799938
9994.5,12,46.818462
9994.25,14,46.84245
9994.333333,14,46.864621
9994.5,12,46.881292
9994.333333,14,46.905931
9994.5,12,46.927769
9994.5,12,46.944602
9994.5,12,46.958847
9994.416667,13,46.97376
9994.25,14,46.99007
9994.5,12,47.003823
9993.833333,18,47.023729
9994.416667,13,47.037381
9994.5,12,47.050688
9994.5,12,47.062479
9994.5,12,47.075255
9994.5,12,47.088659
9993.25,14,47.103671
9993.166667,16,47.123844
9993.25,14,47.139154
9994.5,12,47.152094
9994.083333,16,47.170859
9994.5,12,47.184625
9994.25,14,47.200782
9994.5,12,47.21353
9994.5,12,47.228061
9994.5,12,47.241418
9994.5,12,47.254543
9993.416667,16,47.271865
9994.416667,13,47.285211
9994.5,12,47.297348
9994.5,12,47.309664
9994.5,12,47.322497
9993.916667,18,47.342192
9994.5,12,47.354693
9994.5,12,47.36714
9993.833333,16,47.383034
9994.0,15,47.399192
9994.5,12,47.411461
9994.083333,14,47.427934
9994.5,12,47.443064
9994.5,12,47.456493
9992.75,17,47.475694
9994.333333,13,47.490779
9994.416667,13,47.505402
9994.25,15,47.522504
9994.5,12,47.535869
9994.5,12,47.55039
9994.5,12,47.563288
9993.916667,14,47.579293
9994.5,12,47.591924
9994.5,12,47.60509
9994.5,12,47.619068
9993.833333,15,47.635984
9993.666667,18,47.655524
9994.5,12,47.668274
9994.5,12,47.680304
9993.666667,16,47.698289
9994.5,12,47.710947
9994.416667,13,47.727711
9994.416667,13,47.742109
9993.666667,20,47.76477
9994.5,12,47.778054
9994.5,12,47.794019
9994.5,12,47.807426
9994.5,12,47.820369
9994.5,12,47.833165
9994.5,12,47.846102
